level,timestamp,test_name,renoir_compile_time,renoir_execution_time,ibis_total_time
INFO,2024-06-03 14:48:22.672,test_nullable_filter_group_mutate_reduce,2.6283418240s,0.0843902890s,0.0204702390s
INFO,2024-06-03 14:52:30.814,test_nullable_filter_filter_select_select,2.1486514610s,0.0842264580s,0.0153259230s
INFO,2024-06-03 14:52:34.577,test_nullable_filter_group_mutate,2.9157988740s,0.1109227780s,0.0216445330s
INFO,2024-06-03 14:52:38.301,test_nullable_filter_group_mutate_reduce,2.7955322780s,0.0927076880s,0.0162288840s
INFO,2024-06-03 14:52:41.983,test_nullable_filter_group_select,2.7796822560s,0.0853704180s,0.0136412340s
INFO,2024-06-03 14:52:45.304,test_nullable_filter_reduce,2.4993570391s,0.0841774870s,0.0128623400s
INFO,2024-06-03 14:52:48.514,test_nullable_filter_select,2.3679399150s,0.0882539080s,0.0129142510s
INFO,2024-06-03 14:52:53.574,test_nullable_group_reduce_group_reduce_join,4.1734648180s,0.0910090970s,0.0211527990s
INFO,2024-06-03 14:52:58.590,test_nullable_group_reduce_join_mutate,4.1135166220s,0.1166749220s,0.0232503540s
INFO,2024-06-03 14:53:02.898,test_nullable_inner_join_select,3.3259438530s,0.0893529510s,0.0241118910s
INFO,2024-06-03 14:53:07.728,test_nullable_join_group_reduce,3.9714641190s,0.0924925180s,0.0197751220s
INFO,2024-06-03 14:53:11.867,test_nullable_left_join,3.2017486970s,0.0929978390s,0.0176922141s
INFO,2024-06-03 14:54:23.719,test_nullable_filter_filter_select_select,2.2121106510s,0.0834222600s,0.0152665070s
INFO,2024-06-03 14:54:27.446,test_nullable_filter_group_mutate,2.8995938930s,0.0890723770s,0.0174246060s
INFO,2024-06-03 14:54:31.227,test_nullable_filter_group_mutate_reduce,2.9242437650s,0.0841583490s,0.0171045850s
INFO,2024-06-03 14:54:34.777,test_nullable_filter_group_select,2.7104237900s,0.1174821210s,0.0138676320s
INFO,2024-06-03 14:54:38.307,test_nullable_filter_reduce,2.6847056800s,0.0892359280s,0.0119127530s
INFO,2024-06-03 14:54:41.892,test_nullable_filter_select,2.5955734300s,0.0875761450s,0.0125820380s
INFO,2024-06-03 14:55:06.553,test_nullable_filter_filter_select_select,2.4774547100s,0.0867409280s,0.0149942640s
INFO,2024-06-03 14:55:10.456,test_nullable_filter_group_mutate,3.0179929280s,0.0948716440s,0.0148330370s
INFO,2024-06-03 14:55:14.195,test_nullable_filter_group_mutate_reduce,2.8317009070s,0.0900969020s,0.0160687290s
